,age,job,marital,education,default,balance,housing,loan,contact,day,duration,campaign,pdays,previous,poutcome,y
2989,53,unknown,married,secondary,no,16,no,no,unknown,9,100,1,-1,0,unknown,no
2990,32,management,married,tertiary,no,233,yes,no,unknown,7,193,1,-1,0,unknown,no
2991,48,blue-collar,single,primary,no,1938,yes,no,unknown,4,407,1,-1,0,unknown,no
2992,39,blue-collar,single,primary,no,581,yes,no,cellular,7,620,1,39,2,success,no
2993,55,retired,married,primary,no,150,no,no,cellular,8,124,1,-1,0,unknown,no
2994,38,management,married,tertiary,no,0,yes,no,telephone,20,25,2,-1,0,unknown,no
2995,30,admin.,married,secondary,no,350,no,yes,cellular,9,171,5,-1,0,unknown,no
2996,19,student,single,secondary,no,1803,no,no,cellular,10,59,1,-1,0,unknown,no
2997,39,blue-collar,married,primary,no,1014,no,no,cellular,30,261,4,-1,0,unknown,no
2998,55,retired,married,secondary,no,466,no,no,unknown,17,287,4,-1,0,unknown,no
2999,54,blue-collar,divorced,secondary,no,244,yes,yes,cellular,18,9,11,350,11,other,no
3000,55,blue-collar,married,primary,no,23,yes,no,unknown,5,291,1,-1,0,unknown,no
3001,54,retired,married,secondary,no,2950,no,no,cellular,11,45,2,-1,0,unknown,no
3002,54,management,married,secondary,no,0,no,no,cellular,19,106,1,-1,0,unknown,no
3003,30,admin.,single,secondary,no,609,yes,no,cellular,6,145,1,-1,0,unknown,no
3004,30,management,married,secondary,no,678,yes,no,unknown,15,236,4,-1,0,unknown,no
3005,49,blue-collar,married,primary,no,23,yes,no,unknown,23,247,1,-1,0,unknown,no
3006,37,housemaid,divorced,secondary,no,37,no,no,unknown,18,155,2,-1,0,unknown,no
3007,32,technician,single,unknown,no,317,yes,no,cellular,29,452,2,253,2,failure,no
3008,47,services,married,secondary,no,612,no,no,cellular,26,139,4,-1,0,unknown,no
3009,43,unknown,single,unknown,no,181,no,no,telephone,28,41,1,-1,0,unknown,no
3010,52,management,married,tertiary,no,0,no,no,cellular,7,306,4,-1,0,unknown,no
3011,42,blue-collar,married,secondary,no,-1664,yes,no,unknown,13,169,1,-1,0,unknown,no
3012,60,blue-collar,married,unknown,no,3563,no,no,cellular,13,159,2,-1,0,unknown,no
3013,54,blue-collar,married,secondary,no,2957,yes,no,unknown,4,392,2,-1,0,unknown,no
3014,42,technician,married,tertiary,no,250,no,yes,cellular,12,213,3,-1,0,unknown,no
3015,42,blue-collar,married,secondary,no,-256,yes,no,cellular,17,576,1,318,2,failure,no
3016,40,blue-collar,married,secondary,no,280,yes,no,cellular,8,435,2,340,3,failure,no
3017,39,blue-collar,married,primary,no,34,yes,no,unknown,27,114,1,-1,0,unknown,no
3018,56,retired,married,secondary,no,289,no,no,cellular,10,226,1,-1,0,unknown,no
3019,42,blue-collar,married,secondary,no,490,yes,no,unknown,5,386,2,-1,0,unknown,no
3020,42,management,married,tertiary,no,0,no,no,cellular,6,81,3,-1,0,unknown,no
3021,46,management,married,primary,no,312,yes,no,cellular,7,113,2,-1,0,unknown,no
3022,36,admin.,married,secondary,no,231,yes,yes,unknown,6,136,6,-1,0,unknown,no
3023,44,entrepreneur,married,primary,no,1434,yes,no,cellular,18,284,3,-1,0,unknown,no
3024,37,management,divorced,tertiary,yes,-1,yes,yes,cellular,7,101,1,349,1,failure,no
3025,33,blue-collar,married,primary,no,511,yes,no,unknown,21,304,2,-1,0,unknown,no
3026,51,blue-collar,divorced,secondary,no,734,yes,yes,cellular,5,17,1,-1,0,unknown,no
3027,31,admin.,married,secondary,no,1098,yes,no,unknown,23,427,2,-1,0,unknown,no
3028,45,admin.,married,primary,no,895,yes,no,unknown,29,480,2,-1,0,unknown,no
3029,33,blue-collar,divorced,secondary,no,744,yes,no,cellular,21,59,3,-1,0,unknown,no
3030,35,unemployed,married,tertiary,no,1849,yes,no,cellular,15,111,1,-1,0,unknown,no
3031,50,blue-collar,married,primary,no,1052,no,no,cellular,22,149,4,-1,0,unknown,no
3032,31,housemaid,single,secondary,no,0,yes,no,cellular,25,293,4,-1,0,unknown,no
3033,36,services,married,secondary,no,1981,no,no,unknown,17,48,2,-1,0,unknown,no
3034,46,technician,divorced,secondary,no,111,yes,no,cellular,19,178,3,183,2,other,no
3035,39,management,married,tertiary,no,-4,no,no,cellular,10,358,1,-1,0,unknown,no
3036,38,blue-collar,married,secondary,no,121,yes,yes,cellular,9,80,2,-1,0,unknown,no
3037,36,admin.,married,secondary,no,-106,yes,no,unknown,6,130,2,-1,0,unknown,no
3038,33,management,married,tertiary,no,1388,yes,no,cellular,31,158,1,202,3,failure,no
3039,34,technician,single,tertiary,no,449,no,no,cellular,8,765,3,-1,0,unknown,no
3040,41,technician,married,secondary,no,741,yes,no,cellular,6,606,3,335,6,other,no
3041,36,unemployed,married,secondary,no,923,no,no,unknown,27,6,1,-1,0,unknown,no
3042,34,technician,married,secondary,no,456,yes,no,unknown,23,621,1,-1,0,unknown,no
3043,58,unknown,single,secondary,no,311,no,no,unknown,6,248,2,-1,0,unknown,no
3044,28,technician,married,secondary,no,139,yes,yes,cellular,8,72,1,-1,0,unknown,no
3045,66,management,married,tertiary,no,2169,no,no,cellular,7,282,1,-1,0,unknown,no
3046,43,blue-collar,divorced,primary,no,-97,yes,yes,cellular,31,747,4,-1,0,unknown,no
3047,31,management,single,tertiary,no,35,no,no,cellular,28,27,16,-1,0,unknown,no
3048,23,services,single,secondary,no,91,yes,no,unknown,16,374,2,-1,0,unknown,no
3049,44,management,single,tertiary,no,295,yes,no,unknown,12,103,8,-1,0,unknown,no
3050,31,management,married,tertiary,no,351,no,no,cellular,21,165,3,-1,0,unknown,no
3051,42,admin.,married,secondary,no,329,no,no,cellular,19,347,3,-1,0,unknown,no
3052,38,admin.,married,secondary,no,1839,no,no,unknown,23,63,2,-1,0,unknown,no
3053,33,self-employed,married,tertiary,no,277,no,no,cellular,24,57,2,-1,0,unknown,no
3054,41,management,married,tertiary,no,15,no,no,unknown,20,13,5,-1,0,unknown,no
3055,38,management,single,tertiary,no,175,yes,yes,cellular,4,139,5,-1,0,unknown,no
3056,42,technician,married,secondary,no,1812,yes,no,cellular,31,84,2,-1,0,unknown,no
3057,31,services,married,secondary,no,1422,no,no,cellular,30,97,1,-1,0,unknown,no
3058,47,blue-collar,divorced,secondary,no,25,no,yes,cellular,16,81,6,-1,0,unknown,no
3059,31,admin.,single,secondary,no,527,yes,no,unknown,3,722,2,-1,0,unknown,no
3060,51,blue-collar,divorced,unknown,no,10287,yes,no,unknown,29,117,1,-1,0,unknown,no
3061,57,management,married,tertiary,no,2142,yes,no,unknown,6,251,3,-1,0,unknown,no
3062,36,blue-collar,single,secondary,no,275,yes,no,cellular,17,89,1,332,2,failure,no
3063,32,admin.,married,secondary,no,7522,yes,no,cellular,14,240,3,-1,0,unknown,no
3064,44,services,single,secondary,no,0,yes,no,unknown,14,179,1,-1,0,unknown,no
3065,46,blue-collar,married,secondary,no,1733,yes,no,unknown,14,546,1,-1,0,unknown,no
3066,59,services,married,secondary,no,307,yes,yes,unknown,6,250,7,-1,0,unknown,no
3067,57,services,married,secondary,no,6,no,no,cellular,21,1182,1,-1,0,unknown,no
3068,33,technician,single,secondary,no,338,yes,no,cellular,29,105,4,-1,0,unknown,no
3069,44,technician,married,secondary,no,5163,no,no,cellular,11,48,2,-1,0,unknown,no
3070,39,blue-collar,married,primary,no,192,no,no,unknown,4,433,1,-1,0,unknown,no
3071,39,technician,married,secondary,no,1427,yes,no,unknown,28,454,1,-1,0,unknown,no
3072,70,entrepreneur,married,tertiary,no,15265,no,no,cellular,17,551,2,-1,0,unknown,no
3073,46,blue-collar,divorced,primary,no,-35,yes,no,cellular,13,69,1,-1,0,unknown,no
3074,45,technician,divorced,tertiary,no,378,yes,yes,cellular,13,67,2,-1,0,unknown,no
3075,43,entrepreneur,married,primary,no,346,yes,no,cellular,21,9,5,-1,0,unknown,no
3076,44,admin.,married,secondary,no,497,yes,no,cellular,3,321,3,270,2,other,no
3077,39,technician,single,tertiary,no,4660,no,no,unknown,30,53,2,-1,0,unknown,no
3078,40,management,married,tertiary,no,3812,no,no,cellular,6,58,4,-1,0,unknown,no
3079,73,retired,married,primary,no,508,no,no,cellular,14,154,4,97,1,success,no
3080,37,blue-collar,married,unknown,no,897,yes,no,cellular,7,339,2,-1,0,unknown,no
3081,54,housemaid,married,unknown,no,0,no,no,cellular,6,189,2,-1,0,unknown,no
3082,28,management,single,unknown,no,560,no,no,cellular,2,135,1,-1,0,unknown,no
3083,51,unemployed,married,secondary,no,-267,no,yes,unknown,19,208,2,-1,0,unknown,no
3084,48,admin.,married,secondary,no,1131,no,yes,cellular,8,49,1,-1,0,unknown,no
3085,50,management,divorced,tertiary,no,3211,yes,no,cellular,6,146,5,-1,0,unknown,no
3086,36,housemaid,divorced,secondary,no,181,yes,no,cellular,18,354,1,-1,0,unknown,no
3087,52,management,married,primary,no,98,yes,no,cellular,17,402,1,345,2,failure,no
3088,40,admin.,single,secondary,no,419,no,yes,cellular,28,100,16,-1,0,unknown,no
3089,26,management,single,tertiary,no,155,yes,no,cellular,27,74,4,43,5,other,no
3090,29,admin.,married,secondary,no,6429,yes,yes,cellular,14,535,1,352,2,failure,no
3091,34,blue-collar,married,secondary,no,563,no,yes,cellular,5,384,1,2,2,failure,no
3092,49,management,married,tertiary,no,964,yes,yes,cellular,17,201,1,-1,0,unknown,no
3093,30,technician,single,secondary,yes,28,yes,no,cellular,15,778,5,301,1,failure,no
3094,33,blue-collar,married,primary,no,208,yes,no,cellular,16,284,1,-1,0,unknown,no
3095,78,retired,married,primary,no,301,no,no,cellular,7,537,2,-1,0,unknown,no
3096,57,retired,married,primary,no,0,no,no,cellular,5,147,2,-1,0,unknown,no
3097,33,technician,married,tertiary,no,-258,no,no,cellular,8,362,1,-1,0,unknown,no
3098,53,housemaid,divorced,secondary,no,120,no,no,unknown,17,343,2,-1,0,unknown,no
3099,51,management,single,unknown,no,-461,yes,no,unknown,28,33,2,-1,0,unknown,no
3100,38,management,married,tertiary,no,272,yes,no,cellular,24,62,1,-1,0,unknown,no
3101,47,unemployed,married,secondary,no,0,no,no,unknown,19,284,1,-1,0,unknown,no
3102,50,blue-collar,married,primary,no,533,no,no,cellular,21,212,4,-1,0,unknown,no
3103,36,admin.,married,secondary,no,-118,yes,yes,unknown,23,263,2,-1,0,unknown,no
3104,28,services,single,secondary,no,40,yes,no,unknown,28,313,2,-1,0,unknown,no
3105,51,technician,married,secondary,no,580,yes,no,telephone,2,117,5,-1,0,unknown,no
3106,42,admin.,single,tertiary,no,634,no,no,cellular,31,451,2,-1,0,unknown,no
3107,49,management,married,tertiary,no,0,no,no,cellular,27,56,6,-1,0,unknown,no
3108,35,services,married,primary,no,764,no,no,cellular,12,706,3,-1,0,unknown,no
3109,34,services,married,secondary,no,-99,yes,yes,cellular,7,258,2,-1,0,unknown,no
3110,28,blue-collar,married,secondary,no,2,yes,no,unknown,29,750,2,-1,0,unknown,no
3111,52,services,married,primary,no,171,yes,yes,cellular,31,223,1,-1,0,unknown,no
3112,37,services,single,primary,no,3715,yes,no,unknown,20,6,17,-1,0,unknown,no
3113,27,admin.,single,secondary,no,557,yes,no,cellular,13,466,2,-1,0,unknown,no
3114,27,blue-collar,married,secondary,no,373,yes,no,unknown,4,49,1,-1,0,unknown,no
3115,29,management,single,tertiary,no,91,no,no,cellular,30,99,1,274,4,other,no
3116,33,management,married,tertiary,no,3,yes,no,cellular,18,163,7,-1,0,unknown,no
3117,31,management,single,tertiary,no,177,yes,no,cellular,15,124,1,-1,0,unknown,no
3118,35,technician,married,tertiary,no,0,yes,yes,cellular,26,135,3,363,2,failure,no
3119,35,admin.,single,secondary,no,1810,yes,no,cellular,25,52,2,92,2,failure,no
3120,57,retired,married,tertiary,no,11254,no,no,cellular,30,229,2,-1,0,unknown,no
3121,31,blue-collar,married,unknown,no,-357,yes,no,unknown,23,245,4,-1,0,unknown,no
3122,40,blue-collar,single,unknown,no,24,yes,no,unknown,5,185,1,-1,0,unknown,no
3123,30,blue-collar,married,secondary,no,-97,yes,yes,cellular,14,255,1,356,1,other,no
3124,35,blue-collar,married,secondary,no,-100,yes,no,telephone,9,13,7,272,9,failure,no
3125,50,management,divorced,tertiary,no,60,no,no,cellular,19,255,2,-1,0,unknown,no
3126,49,technician,married,secondary,no,673,yes,no,cellular,19,501,2,-1,0,unknown,no
3127,39,management,single,tertiary,no,3202,yes,no,cellular,14,14,8,-1,0,unknown,no
3128,29,unemployed,single,secondary,no,486,no,no,telephone,30,95,1,-1,0,unknown,no
3129,22,services,single,secondary,no,279,yes,no,unknown,13,270,1,-1,0,unknown,no
3130,57,retired,married,secondary,no,3382,no,yes,telephone,23,165,2,-1,0,unknown,no
3131,36,technician,married,secondary,no,283,yes,yes,unknown,27,56,2,-1,0,unknown,no
3132,39,blue-collar,married,primary,no,1397,yes,no,unknown,12,10,1,-1,0,unknown,no
3133,58,management,married,tertiary,no,138,yes,yes,cellular,6,107,4,-1,0,unknown,no
3134,42,technician,single,secondary,no,417,no,no,cellular,21,177,1,-1,0,unknown,no
3135,49,admin.,married,secondary,no,909,yes,no,cellular,9,730,1,-1,0,unknown,no
3136,59,retired,divorced,tertiary,no,559,yes,no,unknown,13,168,2,-1,0,unknown,no
3137,45,admin.,married,secondary,no,0,no,no,cellular,19,145,10,-1,0,unknown,no
3138,48,technician,married,secondary,no,0,yes,no,cellular,28,123,1,204,1,failure,no
3139,31,services,single,secondary,no,203,yes,no,unknown,29,442,3,-1,0,unknown,no
3140,44,blue-collar,divorced,unknown,no,532,no,no,unknown,16,141,2,-1,0,unknown,no
3141,66,retired,married,secondary,no,3409,no,no,cellular,12,801,1,86,2,failure,no
3142,49,management,single,tertiary,no,354,yes,no,unknown,19,166,3,-1,0,unknown,no
3143,30,technician,single,secondary,no,7,no,no,cellular,26,75,4,-1,0,unknown,no
3144,32,blue-collar,single,tertiary,no,3014,yes,no,cellular,7,291,2,-1,0,unknown,no
3145,30,management,single,tertiary,no,0,yes,no,cellular,2,293,2,314,2,failure,no
3146,30,management,single,tertiary,no,199,no,yes,cellular,28,131,7,-1,0,unknown,no
3147,33,admin.,single,secondary,no,-281,yes,yes,cellular,20,282,1,-1,0,unknown,no
3148,46,retired,married,secondary,no,23,yes,yes,cellular,7,122,2,-1,0,unknown,no
3149,35,admin.,married,secondary,no,122,yes,no,cellular,18,51,4,-1,0,unknown,no
3150,34,services,single,primary,no,3648,yes,no,cellular,5,288,1,-1,0,unknown,no
3151,37,admin.,single,secondary,no,862,no,no,cellular,20,85,1,122,2,failure,no
3152,42,blue-collar,married,secondary,no,193,yes,no,unknown,17,171,1,-1,0,unknown,no
3153,38,blue-collar,divorced,secondary,no,0,yes,no,cellular,19,230,1,-1,0,unknown,no
3154,50,admin.,divorced,tertiary,no,66,yes,no,cellular,17,77,2,-1,0,unknown,no
3155,54,unemployed,divorced,secondary,no,6745,no,no,cellular,2,39,1,-1,0,unknown,no
3156,35,technician,married,secondary,no,650,yes,no,cellular,14,241,2,349,2,failure,no
3157,39,unemployed,married,primary,no,408,yes,no,unknown,6,53,1,-1,0,unknown,no
3158,34,blue-collar,married,primary,no,567,no,yes,cellular,8,241,3,-1,0,unknown,no
3159,31,blue-collar,married,primary,no,347,no,no,telephone,20,21,1,-1,0,unknown,no
3160,42,services,divorced,unknown,no,-291,yes,no,cellular,14,129,2,-1,0,unknown,no
3161,48,blue-collar,married,primary,no,5172,yes,no,unknown,27,144,7,-1,0,unknown,no
3162,31,blue-collar,married,primary,no,295,yes,no,cellular,12,235,6,-1,0,unknown,no
3163,53,self-employed,married,secondary,no,1066,yes,no,cellular,7,57,2,170,4,failure,no
3164,57,unknown,married,primary,no,8,no,no,telephone,19,270,2,-1,0,unknown,no
3165,51,services,single,secondary,no,513,yes,no,cellular,29,331,2,-1,0,unknown,no
3166,56,management,single,tertiary,no,4542,no,no,unknown,12,148,2,-1,0,unknown,no
3167,31,management,single,secondary,no,99,yes,yes,cellular,18,125,1,-1,0,unknown,no
3168,49,self-employed,married,tertiary,no,23917,no,no,cellular,11,51,4,-1,0,unknown,no
3169,47,technician,married,secondary,no,417,yes,no,cellular,14,94,1,-1,0,unknown,no
3170,34,blue-collar,single,primary,no,4260,yes,no,cellular,15,375,1,-1,0,unknown,no
3171,46,blue-collar,married,secondary,no,689,no,no,cellular,18,121,7,-1,0,unknown,no
3172,59,unknown,married,unknown,no,3940,no,no,unknown,5,48,2,-1,0,unknown,no
3173,44,technician,married,secondary,yes,16486,yes,yes,cellular,19,275,3,-1,0,unknown,no
3174,53,retired,divorced,primary,no,1126,no,no,unknown,20,92,3,-1,0,unknown,no
3175,36,management,married,tertiary,no,1790,yes,no,cellular,28,132,3,392,2,other,no
3176,38,management,married,tertiary,no,89,yes,no,cellular,14,71,1,360,10,failure,no
3177,37,management,single,tertiary,no,499,yes,no,unknown,16,537,1,-1,0,unknown,no
3178,52,management,divorced,tertiary,no,482,yes,no,cellular,14,162,4,365,1,failure,no
3179,32,management,single,tertiary,no,12607,no,no,cellular,14,203,5,84,1,failure,no
3180,33,technician,married,secondary,no,7621,no,no,cellular,21,68,1,-1,0,unknown,no
3181,39,management,divorced,tertiary,no,295,no,no,cellular,28,68,2,-1,0,unknown,no
3182,33,technician,divorced,secondary,no,2,yes,no,cellular,7,600,2,330,17,failure,no
3183,31,blue-collar,single,secondary,no,-457,yes,no,cellular,6,270,4,366,2,failure,no
3184,61,management,married,secondary,no,967,no,no,cellular,20,180,1,-1,0,unknown,no
3185,60,admin.,single,secondary,no,860,yes,no,cellular,12,318,1,-1,0,unknown,no
3186,48,management,single,tertiary,no,460,yes,no,cellular,3,91,3,264,2,other,no
3187,36,blue-collar,married,secondary,no,580,no,no,cellular,10,633,1,-1,0,unknown,no
3188,53,blue-collar,married,primary,no,1388,no,no,cellular,7,139,4,-1,0,unknown,no
3189,29,admin.,single,secondary,no,-309,yes,yes,unknown,4,215,1,-1,0,unknown,no
3190,60,housemaid,married,primary,no,15,no,no,cellular,14,244,1,-1,0,unknown,no
3191,38,technician,married,secondary,no,37,no,no,cellular,17,96,1,-1,0,unknown,no
3192,44,housemaid,married,tertiary,no,460,no,no,unknown,17,491,1,-1,0,unknown,no
3193,56,technician,married,tertiary,no,272,no,no,cellular,26,103,2,-1,0,unknown,no
3194,36,self-employed,married,tertiary,no,943,no,no,cellular,20,115,3,-1,0,unknown,no
3195,58,services,married,primary,no,65,no,no,unknown,27,162,1,-1,0,unknown,no
3196,24,blue-collar,single,secondary,no,-424,yes,no,cellular,20,10,6,-1,0,unknown,no
3197,38,technician,married,secondary,no,6,yes,no,unknown,26,113,4,-1,0,unknown,no
3198,32,services,single,secondary,no,48,yes,yes,cellular,18,132,1,-1,0,unknown,no
3199,31,blue-collar,divorced,secondary,no,-209,yes,no,cellular,8,154,3,367,2,failure,no
3200,33,blue-collar,married,secondary,no,467,yes,no,unknown,21,494,2,-1,0,unknown,no
3201,37,blue-collar,married,secondary,no,16727,yes,no,cellular,20,152,2,-1,0,unknown,no
3202,31,services,single,secondary,no,222,yes,no,cellular,13,168,2,-1,0,unknown,no
3203,42,blue-collar,married,unknown,no,1154,yes,no,cellular,16,341,2,336,3,other,no
3204,32,technician,married,tertiary,no,113,no,yes,cellular,10,68,1,-1,0,unknown,no
3205,59,retired,married,secondary,no,1341,no,no,cellular,27,154,2,97,1,other,no
3206,53,admin.,married,secondary,no,578,no,no,cellular,29,59,2,-1,0,unknown,no
3207,33,technician,single,tertiary,no,6127,no,no,cellular,8,127,3,-1,0,unknown,no
3208,36,admin.,married,secondary,no,0,no,no,unknown,26,80,1,-1,0,unknown,no
3209,32,technician,married,secondary,no,374,no,no,cellular,6,119,6,-1,0,unknown,no
3210,56,management,married,tertiary,no,73,yes,no,cellular,8,122,1,368,2,failure,no
3211,38,unemployed,single,secondary,no,1354,yes,no,cellular,13,364,2,343,4,failure,no
3212,45,technician,divorced,secondary,no,167,no,no,cellular,30,97,11,-1,0,unknown,no
3213,48,technician,married,secondary,no,101,yes,no,cellular,21,338,3,-1,0,unknown,no
3214,31,blue-collar,single,primary,no,864,yes,no,telephone,14,113,2,-1,0,unknown,no
3215,23,management,single,secondary,no,85,yes,no,unknown,19,109,2,-1,0,unknown,no
3216,38,blue-collar,single,secondary,no,13156,yes,no,cellular,17,291,4,331,1,failure,no
3217,72,admin.,married,primary,no,2321,no,no,cellular,12,200,6,122,6,other,no
3218,26,blue-collar,married,secondary,no,284,yes,no,unknown,27,301,1,-1,0,unknown,no
3219,43,technician,single,secondary,no,54,yes,no,cellular,30,62,2,-1,0,unknown,no
3220,34,blue-collar,married,secondary,no,529,yes,no,cellular,14,325,1,351,3,failure,no
3221,48,blue-collar,divorced,secondary,no,4597,yes,no,cellular,10,285,1,-1,0,unknown,no
3222,33,unemployed,single,tertiary,no,4874,no,no,telephone,22,363,2,-1,0,unknown,no
